object_label,context,utterance,filename,topic,object_id,ref_type,plurality,recording_id,segment_id
the couch,The couch faces the fireplace.,"I think that would open up this space. Or actually, it would also be beautiful. To put the couch and chair. Facing the fireplace. There's the fireplace. And then you would just take the couch like that and have the chair there.",hsi_4_0717_209_003_21_000_color.png,sofa,sofa,exact,single,hsi_4_0717_209_003,21
keys,The keys lie on the table.,"having the couch this direction is you can sit and watch the outside. Cause right now there's no place where you automatically look out when you're sitting. And what ab- what's this box doing here? Is that supposed to be there in the middle of? Okay, that's why. And please don't leave keys on the table.",hsi_4_0717_227_002_34_000_color.png,KeyChain_350e8f40,KeyChain_350e8f40,exact,single,hsi_4_0717_227_002,34
Television,The television is positioned on a stand in the room.,"Yeah? Awesome. Man, this has, this has all turned out so well. I mean, yeah, this is all working out very well for you. I'm I'm proud that we're coming to like, uh, like we're we're starting to see the new you in this room. Let's see, what else do we need? ah Television.",hsi_6_0718_211_002_131_000_color.png,Television_f5fb6360,Television_f5fb6360,exact,single,hsi_6_0718_211_002,131
the table,The table is beautifully situated in the corner.,"and The pillows. Well, that blue one looks a bit odd. Both of those look a bit odd. I think maybe that blue one should be in that chair so the chairs have pillows, but not the couch. Yeah. And then I'm thinking this is beautiful here, I think, with the table and everything.",hsi_4_0717_227_002_12_001_color.png,corner2,DiningTable_d80cf940,exact,single,hsi_4_0717_227_002,12
red bin,The red bin sits by the window.,"And eh what do you think those two bins are? By the window. Yes. It's not an art piece but it became an art piece, as I put them there... so uh you look at the artist actually eh because I, came... up with the idea. Eh, to place the bins there and you don't put anything but w- what i think is that Every day when I come home, I put my... bad thoughts in the red bin and I put my good thoughts in the blue bin. And every morning I open the bin... eller... or the window sorry. [laugh] I'm a bit tired so [I] open the window and I pour out the bad thoughts so every day I'm getting rid of my bad thoughts from the day before and then I...",hsi_5_0718_222_002_15_000_color.png,garbage bin,RedGarbageCan_97c506a7_2,exact,single,hsi_5_0718_222_002,15
the couch,The couch is positioned to face the TV.,Then there's this situation with the TV over there. Then it's possible to just sit in the couch or the chair to watch the TV.,hsi_4_0717_209_003_40_001_color.png,television,sofa,exact,single,hsi_4_0717_209_003,40
the panda,The panda teddy bear sits on the shelf.,"What about the panda? The panda. No, I don't want the panda. You take the panda.",hsi_4_0717_211_002_34_000_color.png,Teddy_Bear_2,Teddy_Bear_2,exact,single,hsi_4_0717_211_002,34
TV,The TV is positioned near the fireplace.,"eh like, a whole couch, that uh sits together, or, maybe, we could also, place the sofa between... Yes, d- do you watch TV a lot",hsi_5_0718_209_003_12_000_color.png,Television_002818f8,Television_002818f8,exact,single,hsi_5_0718_209_003,12
the table,The table sits under the chandelier in the spacious corner.,"And then I'm thinking this is beautiful here, I think, with the table and everything. Yeah, the chandelier and the table under the cha- chandelier with... It's nice and spacious, which is beautiful.",hsi_4_0717_227_002_13_001_color.png,corner2,DiningTable_d80cf940,exact,single,hsi_4_0717_227_002,13
the pillow,The pillow is inside the box.,"Eh, that box? Yes f- of course it looks ugly and you will stumble over it. [breath] Eh so uh [breath] you can put that... pillow in eh put the pillow in that and throw it away.",hsi_5_0718_227_002_39_003_color.png,Box_c423d56d_2,pillow_20,exact,single,hsi_5_0718_227_002,39
the table,The table supports the TV in front of the couch.,"Yes, I will try. Let's see here. So we have couch. We have sofa table TV. Another and a chair, those go really good together, the lamp and the armchair, I think they should be. Together. Is it almost looks like they're bought together and also that one. I mean the table that the TV lies on.",hsi_4_0717_211_003_5_002_color.png,Sofa_b5c02446,TVStand_5591333a,exact,single,hsi_4_0717_211_003,5
a window,The window is designed to resemble a balcony and can be opened.,"No, so I I really like this place because uh as you can see... It's really spacious and... w- what you see outside that appears to be a balcony isn't a balcony because uh w- they couldn't have a balcony Eh, it's a window. So so you're just supposed to think it's a balcony. But you can actually open it... [breath] that way. Uh because if you would open it that way you would walk out uh... But it's... eh since we are eh [breath] twelve meters up in the air you don't want to fall over the...",hsi_5_0718_227_001_1_001_color.png,Windows,Windows,exact,single,hsi_5_0718_227_001,1
the sofa,The sofa sits between the fireplace and the armchair.,"Yeah. And, and have you heard of Feng Shui? Yes. So uh be- because that's South and that's North. And, and you never ever want to have your back, uh this way because you know, ff someone could come in and murder you or cut your throat or an- anything. So you really want to have the couch so that your... safe so you can see if something... and of course, eh wh- what I think would be nice is that [smack] because you you have that fireplace there and and do does it work? It does! Because then I think you should [smack] maybe if we could get rid of the sofa and the armchair and get something that was... eh [breath] like, a whole couch, that uh sits together, or, maybe, we could also, place the sofa between...",hsi_5_0718_209_003_11_000_color.png,Sofa_dcb895fb,Sofa_dcb895fb,exact,single,hsi_5_0718_209_003,11
that sofa,The dog bed is behind the sofa.,"Yeah. It looks pretty difficult considering that there's not really a table to do any writing on. Oh, I see, like, mental writing. Hmm, hmm, hmm. Okay, okay, that's an... that's interesting. oh Let's see, anything else? uh Oh, there's something behind that sofa there, actually.",hsi_6_0718_210_002_78_000_color.png,DogBed_d4afafd0,Sofa_b5cc7b35,exact,single,hsi_6_0718_210_002,78
tennis racket,The book lies next to the tennis racket.,"Yeah, throw it away. Just pick it up. And, and, yeah, honestly, like when you, when you're bashing that that painting, honestly, with this tennis racket, use this too. Just like start, like once [spn] once this tennis, tennis racket breaks, just pick this and just start throwing it.",hsi_6_0718_222_003_179_001_color.png,book,Tennis_Racquet_4,exact,single,hsi_6_0718_222_003,179
the man,The statue of the man stands near the vase.,"For this vase you should have more horizontal flowers, yes. So I think we The flowers. If you put this If we change with the man over there.",hsi_3_0715_227_004_44_000_color.png,statue2,Statue_0ba19690,exact,single,hsi_3_0715_227_004,44
monitor,The monitor sits on the desk beside the computer.,"And I have to remember that I'm on the planet Earth, and I need to read the date. Ah. Yeah, I don't know. Actually, you might have noticed the doors don't have handles. So I can't leave this place. I just I wake up. And then yeah, I'm like, how do I get here? I just I just Yeah, I have a remote job, at least so I can, you can see over there at my, my monitor and my computer, I can't connect them.",hsi_6_0718_209_001_33_001_color.png,Laptop_c535f2bc,Desk_204_1,exact,single,hsi_6_0718_209_001,33
That book,That book lies on the desk by the window.,"That book, that's one thing. That book, it also has, I mean, like knowledge is just, yeah.",hsi_6_0718_209_003_164_000_color.png,Book_7e290dff,Book_7e290dff,exact,single,hsi_6_0718_209_003,164
statue,The dog statue is at the end of the mantelpiece.,"it. Yeah. Yeah, yeah, yeah, yeah. I think it'll make a lot of really good entertainment for the guests. aaah This plant up here, it's fine where it is, yeah. Actually, like, eeh, the only thing you need to do is that little, little Jade's dog statue, move it to the, to the end of the mantelpiece, right?",hsi_6_0718_222_003_185_001_color.png,Dog_Statue_1,Dog_Statue_1,exact,single,hsi_6_0718_222_003,185
the desk,The desk faces the picture.,"But maybe since you are saying, I could actually flip it this way. So I could actually put the desk facing the... the picture.",hsi_7_0719_209_001_23_000_color.png,Desk_204_1,Desk_204_1,exact,single,hsi_7_0719_209_001,23
the couch,The couch is positioned near the TV.,"Yeah, they should be together. So, maybe we should start with just moving the lamp. Next to the chair. and uh, I don't know about the Let me think, I don't know about the couch.",hsi_4_0717_211_003_11_000_color.png,Sofa_b5c02446,Sofa_b5c02446,exact,single,hsi_4_0717_211_003,11
the tennis racket,The tennis racket lies next to the TV.,"Clean up a bit so you don't have tennis rackets and books lying around and watches and stuff. Just so the surfaces are clean. Yeah, that's true. Watch. And the tennis racket next to the TV, I mean,",hsi_4_0717_222_003_60_001_color.png,surfaces,Tennis_Racquet_4,exact,single,hsi_4_0717_222_003,60
the couch,The couch is positioned near the door.,Well the TV is right there now which I think... Mm. There's a door and... But the c-... or maybe we should have like the couch there,hsi_4_0717_210_003_19_000_color.png,Sofa_b5cc7b35,Sofa_b5cc7b35,exact,single,hsi_4_0717_210_003,19
golden lady on the table,The golden lady statue sits on the table.,"an auction. It was my first auction. It was really exciting and I won them. Yeah, that was fun. And that's a Swedish artist with a with a woman's body. She works a lot with women's bodies and shapes and different poses and such and that feels good to buy. but this is my golden piece, the golden lady on the table",hsi_4_0717_227_004_34_001_color.png,Statue_5f1e0f9c,Statue_5f1e0f9c,exact,single,hsi_4_0717_227_004,34
the statues,The statues are dusty and located nearby.,"Yeah, so. Yeah. You don't, you should buy yourself some glasses. And this uh box, this... this moving box, why is it there? It should be in the garbage. Yeah, that's that's good, uh that's good. So, uh yeah, all the statues, this one, this one, from, still from here I can see it's it's it's dusty.",hsi_3_0715_227_003_28_000_color.png,artwork,Statue_0ba19690,exact,single,hsi_3_0715_227_003,28
the TV,The TV is positioned across from the couch and chair.,Then there's this situation with the TV over there. Then it's possible to just sit in the couch or the chair to watch the TV.,hsi_4_0717_209_003_40_003_color.png,television,television,exact,single,hsi_4_0717_209_003,40
the roof,The painting hangs on the roof with plants around it.,"Well, the flower one is my favorite with all the white and yellow flowers. And it goes so well together with the plants hanging there on the roof.",hsi_4_0717_210_001_49_002_color.png,Painting_0f25d3f4_3,ceiling,exact,single,hsi_4_0717_210_001,49
the card,The card is for the trash room.,"But because otherwise, it's a little bit of a disaster. Whenever you have the work at home, because everything gets messed up and uh dirty and uh you cannot stop. So I think it's uh, it's for the best. Yeah, one if... is for the studio. Another one is here. And the card is uh for the um trash room.",hsi_7_0719_211_002_70_000_color.png,CreditCard_1f5b07d9,CreditCard_1f5b07d9,exact,single,hsi_7_0719_211_002,70
the computer,The computer is normally kept on the small table with the drawer.,"Yeah but I think the keys are are better to have them close to the door so maybe you can put a small table here, like, like th- that one maybe move it here and then you can just keep the keys and things in that corner I... Tha- the statue? No not that not that table the table the the small one here with the drawer, because you can open the drawer and put things there inside as well. So I think that that might work. Of course the computer I don't... Do you keep it there normally?",hsi_7_0719_222_004_28_003_color.png,CoffeeSideTable_ecd457feTable_55f895de,Laptop_4,exact,single,hsi_7_0719_222_004,28
lamp,The twisty lamp sits on the desk.,"Yeah, yeah that little twisty one there, and that one that little guy there. It is it's actually This lamp's a funny story. I got so you might you might have noticed it's it's kind of weird looking actually that's a that's a that's a radiator that I then glued the head of another lamp onto.",hsi_6_0718_210_001_94_002_color.png,DeskLamp_3d0b0fb7,DeskLamp_3d0b0fb7,exact,single,hsi_6_0718_210_001,94
a television,The television sits in the room.,"That's got to go, too. Yeah. You know what? Because the thing is, this is what I tell people. It's like you can't have a television in a room because it distracts.",hsi_6_0718_209_003_35_000_color.png,Television_002818f8,Television_002818f8,exact,single,hsi_6_0718_209_003,35
the big plants,The big plants stand near the sofa against the wall.,"please. And uh, then you move the Table with a TV on it to this side instead because they have like that table, the lamp and the chair, they go together, nicely you take this sofa and put that on that wall instead. Keep the plant over there because it, it will be nice. Oh, I know, uh, sorry the big plants. The big palm tree.",hsi_4_0717_211_003_28_002_color.png,HousePlant1Large_2,HousePlant1Large_2,exact,single,hsi_4_0717_211_003,28
the big couch,The remote control rests on the big couch.,It's uh right there on the... on the big couch,hsi_4_0717_210_003_54_000_color.png,RemoteControl_827d4f47,ArmChairMesh,exact,single,hsi_4_0717_210_003,54
higher table,The statue sits on a higher table in the back.,"yes. And I would put that in not such a visible area, maybe in the back, whenever, uh yeah. No, of course, hundred percent. I think it's good. I think it gives uh kind of a focal point as well, but I would actually put it in an in a higher table.",hsi_7_0719_222_004_73_003_color.png,Statue_24d96a63,SideTable_cb8929ce,exact,single,hsi_7_0719_222_004,73
the carpet,The rug lies in front of the window.,Did you move the Rug like in front of the... I understand but I see that the carpet changed a bit color and I think it's because of the sun. It has come... it has changed the color of the carpet.,hsi_3_0715_209_008_43_000_color.png,Rug,Rug,exact,single,hsi_3_0715_209_008,43
the walls,The painting of an old church interior hangs on the wall behind you.,"And then we have one over there right behind you. Well, that's th- that's sort of a TV, but then there's a painting like, yeah. Yeah, you you you see it. Ehm. Looks like an old, inside of an old church perhaps, or an old building with a lot of paintings in the ceiling and on the walls.",hsi_4_0717_209_001_27_001_color.png,WallPainting3,WallPainting3,exact,single,hsi_4_0717_209_001,27
the couch,The brown couch sits plainly in the room.,"bold in terms of uh style. So it would actually fit better with the whole room and with the carpet itself. Yes, that o- that that is a little bit better, you know, towards the the look of the room. I think that is that is better. But also the couch, I think, um yeah, the brown, it's a little bit ah too plain for this room.",hsi_7_0719_210_002_6_000_color.png,Sofa_b5cc7b35,Sofa_b5cc7b35,exact,single,hsi_7_0719_210_002,6
the figure,The green marble dog statue sits on the shelf.,"this one was like five thousand... dollars if I recall well... or more I'm not sure. And this one eh was a gift but also you know I have a really really rich friend so they ga- they gift me this for my thirtieth birthday. Yeah, it's it's really nice. And eh if you can see the the figure there, it's ah green marble.",hsi_7_0719_222_002_10_000_color.png,Dog_Statue_1,Dog_Statue_1,exact,single,hsi_7_0719_222_002,10
the dark desk,The dark desk sits under the painting with the black frame.,"right in the middle of the wall beautiful the one with the cows and the pilgrims and the desert Um, I'm thinking actually that one with a black frame Cause they go together in that way that that they both have black frames. If the desk were to be under that, that would look much more like one piece of furniture, go together quite well, I think, with the dark desk and the",hsi_4_0717_209_003_50_003_color.png,painting,desk,exact,single,hsi_4_0717_209_003,50
that bin,The garbage can sits awkwardly in the middle of the room.,"Now maybe I, I'll have to, to rethink the whole room. Because I really don't know. Now when you, when, when you're pointing, pointing, pointing it out to me, I, it really feels, uh, difficult. And why did I put that bin over there?",hsi_5_0718_210_002_54_000_color.png,GarbageCan_43439bc1,GarbageCan_43439bc1,exact,single,hsi_5_0718_210_002,54
TV,The television stands against the wall.,It's it's it's... The TV is working? Okay. Did you... break the glass? Of the... TV?,hsi_7_0719_211_004_36_001_color.png,Television_f5fb6360,Television_f5fb6360,exact,single,hsi_7_0719_211_004,36
Stars in the Night,"The painting ""Stars in the Night"" hangs near the fireplace.","Ah. Yes, but i- it's it's also old. But but here you have, ah, i- it's also, uh this is a Matisse. Ah, and it's uh called, oh, I forgot what it's called. Night. Stars in the Night or something. And and have you seen the film Notting Hill?",hsi_5_0718_222_002_26_000_color.png,painting,Painting_eda6d5e1 (1),exact,single,hsi_5_0718_222_002,26
that pillow,The pillow is placed inside the box.,"Eh, that box? Yes f- of course it looks ugly and you will stumble over it. [breath] Eh so uh [breath] you can put that... pillow in eh put the pillow in that and throw it away.",hsi_5_0718_227_002_39_002_color.png,Box_c423d56d_2,pillow_20,exact,single,hsi_5_0718_227_002,39
honeycomb lamp,The honeycomb lamp stands beside the gaming laptop.,"Yeah. it's I just, I keep it to remind myself that, you know, Like, I'm only as good as my money. that That's what, that's what I'm trying to say. The lamps, lamps, lamps, yeah. Yeah, I got my honeycomb lamp there for my honey nut Cheerios.",hsi_6_0718_227_001_100_000_color.png,Floor_Lamp_9,Floor_Lamp_9,exact,single,hsi_6_0718_227_001,100
the painting,The painting hangs slightly higher above the TV table.,"And eh, then we just move the the TV table, you know? So we move it... Yep, towards there. And we have to put up the painting a little bit higher, so it doesn't it's become too close to the table.",hsi_3_0715_227_004_65_000_color.png,Drawers,Painting_14c2df0d,exact,single,hsi_3_0715_227_004,65
the TV,The TV is placed wherever the remote control is kept.,"you don't need a remote control as you I understood it that you didn't want television no, so you can just, uh wherever you put the TV you put the remote control it's no problem",hsi_5_0718_210_003_71_000_color.png,RemoteControl_827d4f47,Television_01800a8c,exact,single,hsi_5_0718_210_003,71
a new sofa,A new sofa sits in the living room.,"Everything, actually, even the sofa. It's big, but, uh, I think it would be good because I don't know what what your budget is, but could you, uh, think of buying a new sofa?",hsi_5_0718_210_003_7_000_color.png,Sofa_b5cc7b35,Sofa_b5cc7b35,exact,single,hsi_5_0718_210_003,7
windows,The windows offer a view from the wall opposite the TV.,because then you you have to make a choice whether you want to see the TV or because the best way that I would prefer is to have the sofa over there by the wall and to really enjoy this view. And then of course what we should have to do You know there's a new technique now where you put a screen there are special windows,hsi_5_0718_211_003_44_001_color.png,Window_4c44c73f,Window_4c44c73f,exact,single,hsi_5_0718_211_003,44
this remote,The remote is near the electric fireplace behind you.,"near fireplace behind you. Yeah, it's, I mean, it's actually, it's just, eh, it looks like a fireplace, but it's, it's one of those new electric ones. So like [spn] there's like a button here. Yeah, this, this remote, it's not just for the television.",hsi_6_0718_222_001_18_001_color.png,fireplace,RemoteControl_5a0e7720,exact,single,hsi_6_0718_222_001,18
the armchair,The armchair is placed next to the inherited couches.,"eh li- like Marie Curie? But eh as my daughter said, eh well, all the famous men were and born by a woman. So. So it's eh... So I really like this lamp. Ah every every eh... No, I inherited the couch couches and the armchair.",hsi_5_0718_222_002_72_002_color.png,ArmChair_3ba6dec5,ArmChair_3ba6dec5,exact,single,hsi_5_0718_222_002,72
laptop,The laptop sits on the carpet by the window.,"Eh. Oh, it's just standing there because I I didn't move it. Y- you can see I... I usually sit there because then I can watch out eh through the window. And and I like that one because I... I... I like to have a laptop because eh then I can... sit anywhere I want. I like to, sometimes I sit on the carpet here ah and sometimes, oh!",hsi_5_0718_227_001_40_005_color.png,Laptop_d9d44fbe,Laptop_d9d44fbe,exact,single,hsi_5_0718_227_001,40
that trash,The trash can sits in the corner of the room.,"impressed, Uh. I see, I see. Oh, yeah, yeah, yeah. Yeah, yeah. I'm, yeah, it's, it's a, a remarkable feat of athleticism. I'm proud of you. Uh. Let's see what else I got. I got that trash can.",hsi_6_0718_210_001_114_000_color.png,GarbageCan_43439bc1,GarbageCan_43439bc1,exact,single,hsi_6_0718_210_001,114
bureau,The dresser is placed near the desk and couch.,"Area for riding and stuff over there. And then this, yeah, I think maybe this big furniture would have to go over there. So there's desk. (Swedish under the breath) (in Swedish quietly) Ahh The bureau! Let's call it a bureau. It's not really but that's the name right now. So desk, bureau and the couch",hsi_4_0717_209_003_35_004_color.png,dresser,dresser,exact,single,hsi_4_0717_209_003,35
this huge furniture,The large dresser stands against the wall by the fireplace.,"This will have to find another space. Maybe. Oh, the the long. Bureau, I don't even know. I forgot the name of it... but this huge furniture.",hsi_4_0717_209_003_25_002_color.png,dresser,dresser,exact,single,hsi_4_0717_209_003,25
Phone,The phone lies on the coffee table.,"Oh yeah. Okay. Okay. No, I guess you should just give them to someone who has children. Yeah. I really don't want them. I think they're a bit scary Panda and Teddy. No, thank you. So what I want you to bring with you is this recycling bin, teddy, panda! Phone keys keys keys.",hsi_4_0717_211_002_43_000_color.png,CoffeeTable_dd16dc6e,CellPhone_673ecda8,exact,single,hsi_4_0717_211_002,43
the gold one,The gold pot sits next to the red one.,"that's that's what these other things, too. Like you see those like little clay pot things like the small ones. Like that red one and that, and the, the, the gold one.",hsi_6_0718_227_001_67_001_color.png,pots2,Vase_ba57ab3d,exact,single,hsi_6_0718_227_001,67
keys,The car keys are on the couch.,"that you weren't an extra dimensional being, Let me just show you what's here. So you have my couch here. It's very nice. Very nice. It's made from cotton. I don't know if they actually make couches out of cotton, but this one is. And there are my car keys.",hsi_6_0718_209_001_18_000_color.png,KeyChain_bcaeb4b5,KeyChain_bcaeb4b5,exact,single,hsi_6_0718_209_001,18
"box, right?",The pillow is placed in the box on the right.,"This one's like, it's like, it's been completely screwed, it's like yeah ,yeah, yeah [spn] yeah just Yeah, yeah, yeah, just like pick it up, box, actually yeah, instead, instead of throwing just things out, put it, put it in the box. Pillow, box, uh, chandelier, box, right?",hsi_6_0718_227_002_99_003_color.png,pillow,Box_c423d56d_2,exact,single,hsi_6_0718_227_002,99
this racket,The racket is displayed next to the book about Sarah Nicholson.,"Also th- this book together with the badminton rackets. Eh, I, That's not placed there by accident. Eh It's actually one of the world's greatest eh badminton players, eh Sarah Nicholson. She had this racket in, when she won the Olympics.",hsi_5_0718_222_002_55_000_color.png,Tennis_Racquet_4,Tennis_Racquet_4,exact,single,hsi_5_0718_222_002,55
television,The television rests on the TV stand.,"you can't have a table like that See this guy over here, what, what your, what your television's laying on, right?",hsi_6_0718_211_002_12_001_color.png,TVStand_5591333a,Television_f5fb6360,exact,single,hsi_6_0718_211_002,12
that table,The coffee table with a box sits in the room but is considered non-functional.,"I think that that can also work. But maybe that table there, the one with box, I think uh that is not really functional. Um... Maybe I... I would just take it out and move this lamp, there. So you have more of a cozy environment. Yeah, I think that table should go away. Yeah, I think that that could work and and this table um I mean, I don't know if it's actual f- actually functional for you but um",hsi_7_0719_222_004_20_000_color.png,CoffeeTable_55f895de,SideTable_e3936eb3,exact,single,hsi_7_0719_222_004,20
the painting,The painting hangs above the fireplace.,"Okay, yeah, yeah. and yeah, uh but... Did you really take u- take off the dust from the TV? Yeah, because you have to do this better. You have to do this again. You know, I still see dust and it's like, no no no no, I have to do this again. Do you know how to do with the painting?",hsi_3_0715_227_003_9_000_color.png,Painting_14c2df0d,Painting_14c2df0d,exact,single,hsi_3_0715_227_003,9
an open space,An open space is available for yoga in the room.,"that my dad was waiting for me, because you can see that there's one horse without anyone on it, and that he was waiting for me to come there, and that my mother was driving that carriage. Yeah, yeah it is. And I like an open space because I can do my morning yoga here and yeah.",hsi_5_0718_210_001_143_000_color.png,rom,room,exact,single,hsi_5_0718_210_001,143
more men,The statue of a naked man stands in front of you.,"Well, it's a naked man Yeah In a nice pose. Someone thought this would be this will be the place for naked man, I guess. What? Yeah, well, I think she thinks she wishes me more men in my life.",hsi_4_0717_210_001_40_000_color.png,StatueJacket1,StatueJacket1,exact,single,hsi_4_0717_210_001,40
Monet shmoney,"The painting ""Monet shmoney"" hangs near the electric fireplace.","Oh, this thing? Yeah. Yeah, this is what is like a Monet or something. ehh Monet shmoney, that's what I say.",hsi_6_0718_222_001_60_000_color.png,Painting_eda6d5e1,Painting_eda6d5e1,exact,single,hsi_6_0718_222_001,60
the carpet,The carpet lies beneath the table in the room.,"this room. Maybe this is not the accurate room to have those here. But uh yeah, maybe maybe I have uh the The table. Yes. Yes, of course. Yes. Hundred percent. Yeah, I could remove the table and the carpet because if some of them just... Put something on the carpet I will just kill them.",hsi_7_0719_222_002_65_000_color.png,Rug,Rug,exact,single,hsi_7_0719_222_002,65
that box,The box sits randomly by the couch.,"But maybe since we said, we were going to have the couch over in that corner, maybe that's a good. Like place to have a lamp next to the couch so you can sit and read in your couch, right. Oh, this one, which is, which is about, oh, that box. No, but that looks random.",hsi_4_0717_222_003_52_001_color.png,Box_7d6b3e2c,Box_7d6b3e2c,exact,single,hsi_4_0717_222_003,52
no floor,There is no floor in this section of the building.,"No, no, no, it was like this. So what I think is that this was actually The whole area actually, the whole building was a factory. So, eh, like this window, it's windows all the way up to the fourth floor. And that was actually, eh, there was no floor here.",hsi_5_0718_211_002_7_000_color.png,Floor,Floor,exact,single,hsi_5_0718_211_002,7
the floor,The floor lies beneath the coffee table.,"Yeah, otherwise uh, yeah, I love this this table also, because it's two heights. So here I put the keys Yeah, and also, uh yeah. Yeah, exactly. And I love the little part here because also, when you're cleaning, you can put everything down on the little part, you know, and easy, otherwise, on the floor and everything.",hsi_3_0715_227_001_38_001_color.png,coffee table,floor,exact,single,hsi_3_0715_227_001,38
that waste,The waste bin sits over there.,"Oh! Well, six is a good number. Why didn't you keep them? Oh, okay. Okay, fine. So uh where... Did you clean the rug? Eh? Yeah, of course. Okay. Good. And what about that waste bin over there? What's that doing there?",hsi_4_0717_211_002_7_000_color.png,GarbageCan_133fd689,GarbageCan_133fd689,exact,single,hsi_4_0717_211_002,7
This plant,The plant sits up high.,"tennis, tennis racket breaks, just pick this and just start throwing it. Yeah. Yeah, yeah, yeah, yeah. I think it'll make a lot of really good entertainment for the guests. aaah This plant up here, it's fine where it is, yeah.",hsi_6_0718_222_003_184_000_color.png,HousePlant_c50ca552,HousePlant_c50ca552,exact,single,hsi_6_0718_222_003,184
that fireplace,The fireplace is located behind you.,"Oh, I see, I see. Yeah, well, I mean, you look, you look fine. So, I mean, a little bit, a little bit, your eyes are a little bit plasticky. You haven't blinked this whole time. I don't know. Is that like an eye condition or something? Oh, I see. I see, I see. Okay. oh fair I mean, if you're gonna, if, if you're having issues with your eyes, you probably shouldn't turn on that that fireplace behind you, right?",hsi_6_0718_222_003_142_001_color.png,fireplace,fireplace,exact,single,hsi_6_0718_222_003,142
friend,The teddy bear sits on the couch next to Mr. Fluffaluffagus.,"pretty, pretty nice, pretty nice. Yeah, I'm still, don't, don't mind these boxes here. Yeah, because I'm still, I'm still moving in. Um... Yeah, yeah, yeah. Uh... Sit down next, you can sit, you can sit, you can take a seat on my couch next to Mr. Fluffaluffagus. Uh, no, no, that's, that's, uh, that's my, that's my friend.",hsi_6_0718_211_001_9_001_color.png,teddy bear,Teddy_Bear_1,exact,single,hsi_6_0718_211_001,9
the sofa,The sofa is placed near the bedroom door.,"bedroom door is going this way yes so and we don't want to sit in that direction anyway but you want to have this one as eh You want to have the sofa here or if you want to keep this sofa, we could have another sofa.",hsi_5_0718_211_003_42_000_color.png,Sofa_b5c02446,Sofa_b5c02446,exact,single,hsi_5_0718_211_003,42
the painting,The painting hangs on the wall.,"Yeah, and then that guy there Just like just like I don't know like take this take this tennis racket and just whack it Just just start smashing it all all up until it's all tattered and stuff and just leave it like that. It's like um, oh Oh, that'd be great. Yeah, pretend like when someone says something like slightly obnoxious to you, use it as an excuse to get really upset and start smashing the painting.",hsi_6_0718_222_003_108_000_color.png,painting,Painting_eda6d5e1,exact,single,hsi_6_0718_222_003,108
the television,The television is placed opposite the couch.,"Yeah, so what, let's see, because what if we, hmm, we actually have to, what? where do we put the television if we put the couch over there, hmm,  because it's so much whe-where it depends on because okay let's remove that one but then uh the shelf with the artwork and then but those paintings are so nice so you you want to have them i thought of putting the",hsi_5_0718_211_003_50_000_color.png,painting,Television_f5fb6360,exact,single,hsi_5_0718_211_003,50
the carpet,The carpet lies beneath the garbage can.,"I I I don't know why you need, you need two of them, actually. Um. I... I would keep the red one. Because it matches a little bit with the carpet.",hsi_7_0719_222_004_69_001_color.png,garbage can,Rug,exact,single,hsi_7_0719_222_004,69
the laptop,The laptop is on a table near the couch.,"Your laptop, I mean, if you're if you're actually working ah in the couch, then maybe you can ah get one of those tables that you can flip and and take back. Like ah, y- y- you lift them, and then you put... put them closer to to the couch, and then you can work there. Yeah, Yeah, I I wouldn't I wouldn't put like the laptop close by to the s- to the statues because, in that case you would be uh moving the laptop or just working there and then... I mean you're really close to the statues and then maybe some ah accident happens and then you break some of uh the statues. So I I wouldn't do that.",hsi_7_0719_209_003_31_000_color.png,Laptop_c535f2bc,Laptop_c535f2bc,exact,single,hsi_7_0719_209_003,31
the fireplace,The fireplace is positioned as a focal point in the room.,"Ah, y- eh you mean the desk for the mm, yeah. I mean, that desk is a little bit uh confusing in position, because because you have the fireplace here, and maybe you want to make that your focal point.",hsi_7_0719_209_003_24_001_color.png,Desk_204_1,Fireplace,exact,single,hsi_7_0719_209_003,24
the roof,The houseplant hangs from the roof.,"Yeah, I mean, the that shelf is a little bit up. So yeah, you should ah... I mean, you can maybe hang it, from the roof.",hsi_7_0719_222_004_48_001_color.png,HousePlant_c50ca552,Ceiling,exact,single,hsi_7_0719_222_004,48
that box,"The lamp, which looks like a box, sits on the shelf.","to meet her and I said I was total fan of her, so I got it. And I really like to pick it up and, you know, Beca- Ah, that's a great idea. I could do that because, uh, yeah, I could have it there. Yeah. And and you see that... box? It's actually not a box. It's a a lamp and I think that's quite fun, a fun lamp so it's eh",hsi_5_0718_222_002_60_000_color.png,Box_7d6b3e2c,Box_7d6b3e2c,exact,single,hsi_5_0718_222_002,60
the desk,The desk is positioned where the light shines in.,And of course I will be sitting over there. I really like how the light shines in By where the desk is.,hsi_4_0717_211_001_69_000_color.png,DiningTable_2401ee04,DiningTable_2401ee04,exact,single,hsi_4_0717_211_001,69
this lamp,The floor lamp stands beside the armchair.,"But fine, okay. So the the rug stays These two guys can go. umm Sell them, get rid of them, I don't care. uh That thing stays. The The armchair. Yeah, that can stay. Oh, what else? What else we got here? uh This, this lamp.",hsi_6_0718_222_003_56_001_color.png,FloorLamp_0211624d,FloorLamp_0211624d,exact,single,hsi_6_0718_222_003,56
